codigo_municipio_dv_agrupado,municipio_agrupado,uf,ano,vitimas_feminicidio,vitimas_homicidio_doloso,vitimas_lesao_corporal_seguida_de_morte,Mandado de prisão cumprido,vitimas_transito_ou_decorrencia_dele,vitimas_sem_indicio_de_crime,vitimas_latrocinio,vitimas_suicidios,Tentativa de feminicídio,vitimas_tentativa_homicidio,vitimas_totais,ano_pib,codigo_municipio_dv,vl_agropecuaria,vl_industria,vl_servicos,vl_administracao,vl_bruto_total,vl_subsidios,vl_pib,vl_pib_per_capta,CO_MUNICIPIO,Total_Habitantes
3104502,ARINOS,MG,2015,0.0,4.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,7.0,20.0,2015,3104502,39943.782,9040.026,72355.071,66261.036,187599.915,10233.111,197833.026,10857.42,3104502,17272
3104502,ARINOS,MG,2016,0.0,3.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,7.0,23.0,2016,3104502,46562.214,8532.094,68094.678,71002.273,194191.259,9727.497,203918.756,11184.66,3104502,17272
3104502,ARINOS,MG,2017,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,12.0,2017,3104502,40528.491,8855.761,71069.881,73952.38,194406.515,10915.6,205322.115,11254.84,3104502,17272
3104502,ARINOS,MG,2018,0.0,3.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,8.0,16.0,2018,3104502,42127.658,9129.312,79256.468,75735.132,206248.57,12736.967,218985.537,12242.04,3104502,17272
3104502,ARINOS,MG,2019,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,12.0,2019,3104502,37900.375,10762.596,88311.551,80140.673,217115.195,16615.493,233730.688,13075.84,3104502,17272
3104502,ARINOS,MG,2020,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,13.0,2020,3104502,76409.155,11462.502,90765.674,86249.935,264887.266,15292.705,280179.971,15685.81,3104502,17272
3104502,ARINOS,MG,2021,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,12.0,2021,3104502,96701.733,11575.852,101839.532,91004.967,301122.085,17497.511,318619.595,17849.84,3104502,17272
3109303,BURITIS,MG,2015,1.0,6.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,8.0,23.0,2015,3109303,212018.433,42301.084,214322.189,93173.632,561815.338,39918.869,601734.208,24710.86,3109303,24030
3109303,BURITIS,MG,2016,1.0,7.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,13.0,35.0,2016,3109303,288128.952,49696.021,192657.477,104527.516,635009.966,33583.237,668593.203,27262.81,3109303,24030
3109303,BURITIS,MG,2017,0.0,3.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,7.0,21.0,2017,3109303,259044.731,51878.425,229887.804,110742.719,651553.68,47649.079,699202.758,28320.42,3109303,24030
3109303,BURITIS,MG,2018,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,8.0,18.0,2018,3109303,294974.347,56459.141,275833.758,114967.357,742234.603,64968.462,807203.065,32729.31,3109303,24030
3109303,BURITIS,MG,2019,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,6.0,17.0,2019,3109303,268146.466,60281.185,267825.108,118541.588,714794.347,59514.702,774309.049,31170.61,3109303,24030
3109303,BURITIS,MG,2020,0.0,4.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,7.0,20.0,2020,3109303,449091.721,74765.442,257351.96,124040.163,905249.286,46178.511,951427.797,38037.33,3109303,24030
3109303,BURITIS,MG,2021,0.0,7.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,8.0,26.0,2021,3109303,625333.434,69514.316,283252.679,131633.782,1109734.211,54281.082,1164015.292,46229.61,3109303,24030
3109451,CABECEIRA GRANDE,MG,2015,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2015,3109451,47202.928,90788.835,28328.925,32158.55,198479.238,4701.017,203180.255,29613.8,3109451,6627
3109451,CABECEIRA GRANDE,MG,2016,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,2016,3109451,68624.484,45342.772,31787.36,34686.895,180441.512,5755.36,186196.872,26981.14,3109451,6627
3109451,CABECEIRA GRANDE,MG,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3109451,68333.253,35883.701,33592.681,37350.831,175160.466,6236.73,181397.196,26137.92,3109451,6627
3109451,CABECEIRA GRANDE,MG,2018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2018,3109451,63486.456,157964.173,37673.539,39085.168,298209.336,6451.083,304660.419,44096.17,3109451,6627
3109451,CABECEIRA GRANDE,MG,2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2019,3109451,64607.22,149438.249,37390.8,41114.167,292550.437,7269.782,299820.219,43145.81,3109451,6627
3109451,CABECEIRA GRANDE,MG,2020,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2020,3109451,114758.25,171894.684,48632.918,44851.375,380137.227,8448.146,388585.373,55607.52,3109451,6627
3109451,CABECEIRA GRANDE,MG,2021,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,2021,3109451,225232.058,130300.823,62561.132,48166.405,466260.419,11127.836,477388.255,67955.62,3109451,6627
3170404,UNAÍ,MG,2015,0.0,15.0,1.0,0.0,11.0,0.0,0.0,4.0,0.0,33.0,64.0,2015,3170404,516605.957,333306.483,1041939.745,325383.465,2217235.651,221966.776,2439202.427,29428.05,3170404,86619
3170404,UNAÍ,MG,2016,0.0,9.0,0.0,0.0,17.0,0.0,1.0,4.0,0.0,28.0,59.0,2016,3170404,819482.298,406217.548,1244633.483,353708.573,2824041.902,314913.073,3138954.976,37615.7,3170404,86619
3170404,UNAÍ,MG,2017,1.0,12.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,18.0,49.0,2017,3170404,702893.883,301778.246,1064917.018,373868.04,2443457.187,229489.205,2672946.391,31828.37,3170404,86619
3170404,UNAÍ,MG,2018,0.0,7.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,11.0,45.0,2018,3170404,694970.736,271313.515,1541821.085,389351.47,2897456.806,370504.997,3267961.803,38993.44,3170404,86619
3170404,UNAÍ,MG,2019,1.0,4.0,0.0,0.0,32.0,0.0,0.0,5.0,0.0,14.0,56.0,2019,3170404,782041.12,263600.484,1226377.238,416155.979,2688174.82,248153.989,2936328.809,34799.7,3170404,86619
3170404,UNAÍ,MG,2020,1.0,12.0,0.0,0.0,6.0,0.0,2.0,6.0,0.0,15.0,42.0,2020,3170404,1030634.183,275259.577,1298186.481,436455.942,3040536.182,281592.284,3322128.466,39116.08,3170404,86619
3170404,UNAÍ,MG,2021,2.0,7.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,15.0,50.0,2021,3170404,1610992.129,323552.382,1534271.254,468335.997,3937151.762,382410.859,4319562.621,50544.26,3170404,86619
5200100,ABADIÂNIA,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200100,53821.337,18996.075,134002.704,58362.654,265182.77,23820.289,289003.059,15994.41,5200100,17232
5200100,ABADIÂNIA,GO,2016,0.0,8.0,0.0,0.0,13.0,3.0,1.0,0.0,0.0,6.0,31.0,2016,5200100,42838.839,16651.976,138414.121,63445.994,261350.929,26736.981,288087.91,15634.01,5200100,17232
5200100,ABADIÂNIA,GO,2017,0.0,8.0,0.0,0.0,12.0,3.0,2.0,1.0,0.0,9.0,35.0,2017,5200100,39331.631,21095.735,144140.441,73039.395,277607.203,25836.17,303443.373,16162.1,5200100,17232
5200100,ABADIÂNIA,GO,2018,0.0,10.0,0.0,0.0,13.0,7.0,1.0,3.0,0.0,2.0,36.0,2018,5200100,47663.579,19944.389,150932.18,78037.352,296577.5,26875.242,323452.742,16490.91,5200100,17232
5200100,ABADIÂNIA,GO,2019,0.0,10.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,20.0,2019,5200100,56244.012,26863.386,148465.017,89770.481,321342.895,28156.51,349499.405,17438.35,5200100,17232
5200100,ABADIÂNIA,GO,2020,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,9.0,2020,5200100,93335.755,47554.552,152763.191,86920.986,380574.483,34828.552,415403.035,20302.19,5200100,17232
5200100,ABADIÂNIA,GO,2021,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,14.0,2021,5200100,81207.871,56944.714,168151.311,93456.289,399760.185,45564.018,445324.202,21334.94,5200100,17232
5200175,ÁGUA FRIA DE GOIÁS,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200175,126807.191,13574.29,30343.194,22030.549,192755.224,8494.944,201250.168,36544.43,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2016,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,2016,5200175,186931.775,16976.279,39652.799,22871.015,266431.868,10834.472,277266.34,49868.05,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2017,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,12.0,2017,5200175,137303.151,11736.318,35610.342,25435.091,210084.902,8806.019,218890.92,38997.14,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2018,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,9.0,2018,5200175,160017.848,12088.155,46798.75,27576.001,246480.754,10638.587,257119.341,45299.39,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2019,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,2019,5200175,161906.188,14450.137,46251.385,29934.462,252542.172,12577.315,265119.487,46228.33,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2020,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,2020,5200175,240309.857,15852.06,51988.251,30706.77,338856.938,13596.431,352453.37,60841.25,5200175,4954
5200175,ÁGUA FRIA DE GOIÁS,GO,2021,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2021,5200175,389836.207,20264.89,70528.434,33469.334,514098.865,19134.01,533232.876,91260.12,5200175,4954
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200258,3293.723,137152.783,707377.758,575278.061,1423102.324,120267.319,1543369.643,8250.14,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2016,0.0,66.0,0.0,0.0,15.0,32.0,1.0,5.0,0.0,81.0,200.0,2016,5200258,3198.381,127450.666,740769.237,628777.828,1500196.112,127432.242,1627628.354,8499.41,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2017,0.0,78.0,1.0,0.0,18.0,42.0,5.0,13.0,0.0,75.0,232.0,2017,5200258,3309.496,120719.558,826182.487,692215.832,1642427.373,141509.1,1783936.473,9110.55,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2018,0.0,53.0,2.0,0.0,9.0,14.0,1.0,17.0,2.0,78.0,174.0,2018,5200258,3107.672,130550.621,851459.343,759648.746,1744766.383,144783.36,1889549.743,9125.17,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2019,1.0,56.0,3.0,0.0,4.0,8.0,3.0,12.0,9.0,70.0,157.0,2019,5200258,4083.776,154336.527,885295.461,821315.049,1865030.814,158161.125,2023191.939,9523.59,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2020,3.0,38.0,0.0,0.0,10.0,10.0,5.0,17.0,0.0,46.0,129.0,2020,5200258,4779.786,161139.615,910513.861,840479.143,1916912.405,171163.739,2088076.144,9591.62,5200258,225693
5200258,ÁGUAS LINDAS DE GOIÁS,GO,2021,1.0,45.0,2.0,0.0,15.0,13.0,0.0,22.0,0.0,54.0,152.0,2021,5200258,6071.775,186275.062,1132466.847,901667.784,2226481.469,236670.433,2463151.902,11052.96,5200258,225693
5200308,ALEXÂNIA,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200308,55520.4,131061.945,358731.422,94954.316,640268.083,90324.77,730592.853,27954.58,5200308,27008
5200308,ALEXÂNIA,GO,2016,0.0,16.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,3.0,48.0,2016,5200308,49969.547,145211.987,873376.371,100449.131,1169007.036,232727.257,1401734.292,52981.6,5200308,27008
5200308,ALEXÂNIA,GO,2017,1.0,15.0,0.0,0.0,20.0,7.0,0.0,1.0,0.0,15.0,59.0,2017,5200308,59724.065,125787.644,379330.129,116843.476,681685.314,99950.808,781636.122,29198.21,5200308,27008
5200308,ALEXÂNIA,GO,2018,0.0,15.0,0.0,0.0,17.0,6.0,1.0,3.0,0.0,16.0,58.0,2018,5200308,65992.715,138990.764,373293.876,120671.901,698949.256,107962.733,806911.989,29570.21,5200308,27008
5200308,ALEXÂNIA,GO,2019,0.0,14.0,0.0,0.0,9.0,1.0,0.0,5.0,1.0,10.0,39.0,2019,5200308,79728.261,245079.235,426466.48,135001.479,886275.454,142085.443,1028360.897,37188.04,5200308,27008
5200308,ALEXÂNIA,GO,2020,0.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,8.0,20.0,2020,5200308,106706.518,242684.015,375847.574,139953.131,865191.238,115835.976,981027.214,35024.18,5200308,27008
5200308,ALEXÂNIA,GO,2021,0.0,10.0,1.0,0.0,8.0,4.0,1.0,3.0,0.0,14.0,41.0,2021,5200308,105083.215,251298.684,460071.843,155923.176,972376.918,155676.944,1128053.862,39776.23,5200308,27008
5200605,ALTO PARAÍSO DE GOIÁS,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200605,36010.334,8567.8,57532.084,27408.293,129518.511,9076.884,138595.396,18751.91,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2016,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,5.0,13.0,2016,5200605,48493.699,9518.556,63866.279,28992.702,150871.236,9205.895,160077.131,21475.33,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2017,0.0,4.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,7.0,27.0,2017,5200605,42139.812,9778.938,71339.184,32499.504,155757.438,9778.257,165535.695,22030.3,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2018,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,16.0,2018,5200605,39588.282,10766.514,83751.848,34933.463,169040.105,12122.084,181162.19,23969.59,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2019,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,14.0,2019,5200605,56790.336,13021.637,99492.444,36394.481,205698.899,14855.667,220554.566,28928.98,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2020,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,2020,5200605,70989.006,12996.943,81902.997,38722.883,204611.829,15759.844,220371.673,28664.37,5200605,10306
5200605,ALTO PARAÍSO DE GOIÁS,GO,2021,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,10.0,2021,5200605,97359.246,16670.023,114349.17,42879.294,271257.732,25753.128,297010.86,38319.04,5200605,10306
5200803,ALVORADA DO NORTE,GO,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,5200803,14091.529,5691.449,50124.523,31244.252,101151.753,7635.506,108787.259,12725.14,5200803,8446
5200803,ALVORADA DO NORTE,GO,2016,0.0,6.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,9.0,25.0,2016,5200803,15457.643,7588.928,48834.498,33512.843,105393.912,7215.695,112609.607,13097.19,5200803,8446
5200803,ALVORADA DO NORTE,GO,2017,0.0,8.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,11.0,31.0,2017,5200803,12132.309,7214.825,53800.178,37601.832,110749.145,8323.594,119072.738,13773.6,5200803,8446
5200803,ALVORADA DO NORTE,GO,2018,0.0,5.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,22.0,2018,5200803,16877.592,8385.08,59459.255,38219.058,122940.984,9789.613,132730.597,15408.71,5200803,8446
5200803,ALVORADA DO NORTE,GO,2019,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,11.0,2019,5200803,17170.797,10986.968,61398.085,41389.805,130945.655,9096.93,140042.585,16171.2,5200803,8446
5200803,ALVORADA DO NORTE,GO,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2020,5200803,25182.202,14830.02,63819.637,40714.595,144546.455,10365.288,154911.743,17795.72,5200803,8446
5200803,ALVORADA DO NORTE,GO,2021,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,9.0,2021,5200803,35089.25,13291.15,65737.346,43846.478,157964.224,11044.176,169008.4,19317.45,5200803,8446
5203203,BARRO ALTO,GO,2015,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2015,5203203,26384.144,356149.688,105290.282,49532.163,537356.277,67715.011,605071.288,60320.14,5203203,10371
5203203,BARRO ALTO,GO,2016,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,2016,5203203,40804.507,468443.912,113700.352,52212.547,675161.318,50335.69,725497.008,70883.93,5203203,10371
5203203,BARRO ALTO,GO,2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,2017,5203203,33867.878,528047.87,129090.04,63263.383,754269.171,52099.534,806368.705,77275.39,5203203,10371
5203203,BARRO ALTO,GO,2018,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2018,5203203,30505.476,654112.606,167822.17,70203.89,922644.142,66229.645,988873.788,90539.63,5203203,10371
5203203,BARRO ALTO,GO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2019,5203203,28641.381,739802.604,171415.832,75778.719,1015638.535,79474.363,1095112.898,98066.88,5203203,10371
5203203,BARRO ALTO,GO,2020,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2020,5203203,31310.212,1078988.522,221928.225,83169.617,1415396.576,109547.612,1524944.188,133673.23,5203203,10371
